target_id	length	eff_length	est_counts	tpm
Solyc09g042430.2.1	78	7.21013	0	0
Solyc09g042480.2.1	918	719	0	0
Solyc09g042520.1.1	333	134.001	0	0
Solyc09g042525.1.1	342	143	0	0
Solyc09g042570.1.1	273	74.5993	0	0
Solyc09g042573.1.1	236	43.4283	0	0
Solyc09g042577.1.1	147	12.6175	0	0
Solyc09g042600.1.1	150	13.0193	0	0
Solyc09g042650.2.1	549	350	0	0
Solyc09g042660.3.1	1955	1756	453	9.46011
Solyc09g042670.3.1	640	441	0	0
Solyc09g042675.1.1	300	101.044	0	0
Solyc09g042690.2.1	563	364	0	0
Solyc09g042695.1.1	663	464	0	0
Solyc09g042700.3.1	997	798	564	25.9178
Solyc09g042710.3.1	2343	2144	882	15.0857
Solyc09g042713.1.1	195	22.8744	0	0
Solyc09g042720.1.1	240	46.2784	0	0
Solyc09g042722.1.1	2267	2068	1	0.0177326
Solyc09g042728.1.1	839	640	0	0
Solyc09g042740.3.1	4042	3843	32.1755	0.307028
Solyc09g042750.3.1	6421	6222	1158.82	6.82983
Solyc09g042755.1.1	390	191	0	0
Solyc09g042760.2.1	3698	3499	0	0
Solyc09g042770.3.1	2025	1826	1	0.0200827
Solyc09g042785.1.1	270	71.7636	544.999	278.493
Solyc09g042790.1.1	231	40.0835	0	0
Solyc09g042800.1.1	222	34.6815	0	0
Solyc09g031970.3.1	3594	3395	4960	53.5753
Solyc09g031975.1.1	460	261	0	0
Solyc09g031960.1.1	270	71.7636	0	0
Solyc09g031950.2.1	2872	2673	0	0
Solyc09g031940.1.1	1074	875	1075	45.0529
Solyc09g031930.3.1	1607	1408	1304	33.9623
Solyc09g031920.1.1	603	404	257	23.3278
Solyc09g031910.2.1	3004	2805	1.43552	0.0187671
Solyc09g031900.3.1	1050	851	143.564	6.18643
Solyc09g031890.2.1	369	170	0	0
Solyc09g031880.2.1	1559	1360	0	0
Solyc09g031870.3.1	714	515	0	0
Solyc09g031875.1.1	666	467	0	0
Solyc09g031850.1.1	276	77.4659	0	0
Solyc09g031840.1.1	507	308	0	0
Solyc09g031830.1.1	270	71.7636	0	0
Solyc09g031820.1.1	777	578	0	0
Solyc09g031810.2.1	666	467	3	0.235574
Solyc09g031800.1.1	447	248	0	0
Solyc09g031790.3.1	1459	1260	176	5.12229
Solyc09g031780.3.1	3525	3326	2546	28.071
Solyc09g031785.1.1	468	269	0	0
Solyc09g031770.3.1	1311	1112	461	15.2026
Solyc09g031760.1.1	363	164	0	0
Solyc09g031750.3.1	2156	1957	470	8.80703
Solyc09g031730.1.1	246	50.8321	0	0
Solyc09g031710.1.1	444	245	0	0
Solyc09g031700.3.1	1905	1706	164	3.52523
Solyc09g031705.1.1	480	281	2	0.261003
Solyc09g031680.2.1	1822	1623	353	7.97588
Solyc09g031685.1.1	636	437	0	0
Solyc09g031650.3.1	5285	5086	4986	35.9499
Solyc09g031640.1.1	327	128.001	0	0
Solyc09g031630.1.1	237	44.1265	0	0
Solyc09g031620.1.1	270	71.7636	0	0
Solyc09g031610.3.1	2175	1976	138	2.56103
Solyc09g031590.3.1	1823	1624	1238	27.9548
Solyc09g031580.3.1	3981	3782	1973.72	19.1376
Solyc09g031570.1.1	210	28.6775	0	0
Solyc09g031560.1.1	156	13.8921	0	0
Solyc09g031565.1.1	336	137	0	0
Solyc09g031550.2.1	231	40.0835	0	0
Solyc09g031540.1.1	153	13.4437	0	0
Solyc09g031547.1.1	1137	938	0	0
Solyc09g031520.2.1	81	7.3499	0	0
Solyc09g031522.1.1	873	674	0	0
Solyc09g031523.1.1	537	338	0	0
Solyc09g031528.1.1	3536	3337	41.0052	0.450615
Solyc09g030470.1.1	132	10.8985	0	0
Solyc09g030450.3.1	2855	2656	680	9.38865
Solyc09g030420.3.1	357	158	0	0
Solyc09g030390.3.1	5392	5193	4336	30.6192
Solyc09g030380.1.1	150	13.0193	0	0
Solyc09g030385.1.1	654	455	0	0
Solyc09g030370.3.1	2656	2457	0	0
Solyc09g030360.2.1	96	8.13768	0	0
Solyc09g047840.3.1	910	711	2	0.103153
Solyc09g047860.1.1	1059	860	125	5.33008
Solyc09g047870.3.1	987	788	116	5.39826
Solyc09g047900.2.1	3350	3151	310.476	3.61328
Solyc09g047910.3.1	3120	2921	2429.52	30.5009
Solyc09g047920.2.1	2151	1952	3	0.0563591
Solyc09g047930.1.1	522	323	8	0.908259
Solyc09g047933.1.1	1092	893	3	0.123195
Solyc09g047937.1.1	570	371	0	0
Solyc09g048970.2.1	819	620	1	0.0591467
Solyc09g048980.3.1	3281	3082	0	0
Solyc09g048990.3.1	2633	2434	314	4.73077
Solyc09g050020.2.1	489	290	5	0.632258
Solyc09g050030.1.1	189	20.9989	0	0
Solyc09g050040.1.1	339	140	0	0
Solyc09g050050.1.1	657	458	0	0
Solyc09g050060.1.1	282	83.2735	0	0
Solyc09g055120.1.1	156	13.8921	0	0
Solyc09g055130.1.1	177	17.866	0	0
Solyc09g055140.1.1	162	14.8683	0	0
Solyc09g055150.2.1	228	38.1945	0	0
Solyc09g055180.3.1	1332	1133	178	5.76119
Solyc09g055183.1.1	1986	1787	245	5.02764
Solyc09g055200.1.1	309	110.015	0	0
Solyc09g055210.1.1	462	263	0	0
Solyc09g055220.1.1	216	31.5146	0	0
Solyc09g055230.3.1	4184	3985	205	1.88646
Solyc09g055240.1.1	408	209	0	0
Solyc09g055250.3.1	1965	1766	0	0
Solyc09g055260.3.1	6424	6225	2737	16.1234
Solyc09g055300.2.1	252	55.6961	0	0
Solyc09g055310.3.1	3405	3206	1924	22.0072
Solyc09g055320.1.1	234	42.0611	0	0
Solyc09g055330.1.1	177	17.866	0	0
Solyc09g055340.3.1	807	608	898	54.1621
Solyc09g055343.1.1	663	464	294	23.2355
Solyc09g055345.1.1	764	565	543	35.2431
Solyc09g055350.3.1	3056	2857	2470	31.7036
Solyc09g055355.1.1	297	98.0609	0	0
Solyc09g055420.1.1	354	155	0	0
Solyc09g055425.1.1	605	406	0	0
Solyc09g055450.2.1	72	6.94597	0	0
Solyc09g055460.2.1	492	293	1	0.125157
Solyc09g055470.1.1	420	221	75.1776	12.4744
Solyc09g055500.1.1	999	800	139	6.37158
Solyc09g055510.1.1	375	176	0	0
Solyc09g055520.1.1	375	176	0	0
Solyc09g055540.1.1	645	446	0	0
Solyc09g055547.1.1	1947	1748	0	0
Solyc09g055550.3.1	1685	1486	138	3.40551
Solyc09g055560.1.1	522	323	0	0
Solyc09g055570.3.1	3533	3334	3597	39.5637
Solyc09g055590.3.1	1993	1794	1249	25.5307
Solyc09g055600.1.1	372	173	0	0
Solyc09g055650.2.1	594	395	0	0
Solyc09g055660.2.1	2748	2549	0	0
Solyc09g055670.1.1	189	20.9989	0	0
Solyc09g055700.3.1	969	770	320	15.2399
Solyc09g055710.3.1	434	235	0	0
Solyc09g055715.1.1	1281	1082	0	0
Solyc09g055740.1.1	210	28.6775	0	0
Solyc09g055750.1.1	366	167	0	0
Solyc09g055760.3.1	1627	1428	3088	79.2997
Solyc09g055765.1.1	330	131.001	0	0
Solyc09g055790.1.1	180	18.5798	0	0
Solyc09g055800.1.1	246	50.8321	0	0
Solyc09g055803.1.1	226	36.9844	0	0
Solyc09g055810.1.1	240	46.2784	0	0
Solyc09g055820.1.1	459	260	0	0
Solyc09g055830.1.1	366	167	0	0
Solyc09g055840.1.1	171	16.5603	0	0
Solyc09g055850.3.1	562	363	314	31.7209
Solyc09g055860.1.1	198	23.9008	0	0
Solyc09g055870.2.1	1212	1013	599	21.684
Solyc09g055880.1.1	453	254	0	0
Solyc09g055885.1.1	225	36.3941	0	0
Solyc09g055890.3.1	795	596	0	0
Solyc09g055900.3.1	1694	1495	292	7.16249
Solyc09g055910.3.1	2578	2379	2629	40.5246
Solyc09g055920.3.1	2558	2359	12	0.186542
Solyc09g055930.3.1	2255	2056	925	16.4984
Solyc09g055940.3.1	1975	1776	0	0
Solyc09g055950.1.1	441	242	80	12.1226
Solyc09g055960.1.1	201	24.9909	0	0
Solyc09g055967.1.1	489	290	0	0
Solyc09g055990.2.1	615	416	0	0
Solyc09g056000.1.1	159	14.3664	0	0
Solyc09g056010.1.1	111	9.10829	0	0
Solyc09g056017.1.1	114	9.32945	0	0
Solyc09g056030.1.1	249	53.2273	0	0
Solyc09g056035.1.1	276	77.4659	0	0
Solyc09g056040.3.1	2895	2696	0	0
Solyc09g056050.1.1	300	101.044	0	0
Solyc09g056060.1.1	579	380	0	0
Solyc09g056070.1.1	1188	989	0	0
Solyc09g056080.1.1	246	50.8321	0	0
Solyc09g056090.1.1	393	194	0	0
Solyc09g056100.1.1	843	644	9	0.512482
Solyc09g056110.1.1	411	212	0	0
Solyc09g056130.3.1	805	606	5.39372	0.326391
Solyc09g056135.1.1	1667	1468	1869.61	46.7032
Solyc09g056160.3.1	2024	1825	1351	27.1466
Solyc09g056170.3.1	2317	2118	1595	27.6158
Solyc09g056180.3.1	3610	3411	0	0
Solyc09g056185.1.1	1167	968	142.924	5.4144
Solyc09g056190.1.1	240	46.2784	0	0
Solyc09g056200.3.1	480	281	416	54.2887
Solyc09g056220.1.1	195	22.8744	0	0
Solyc09g056225.1.1	753	554	0	0
Solyc09g056250.1.1	294	95.0839	0	0
Solyc09g056260.3.1	2037	1838	768	15.3228
Solyc09g056270.2.1	972	773	0	0
Solyc09g056280.1.1	363	164	0	0
Solyc09g056290.2.1	450	251	0	0
Solyc09g056300.1.1	222	34.6815	0	0
Solyc09g056310.1.1	258	60.8345	0	0
Solyc09g056320.1.1	366	167	0	0
Solyc09g056330.1.1	399	200	0	0
Solyc09g056340.3.1	789	590	441	27.41
Solyc09g056350.3.1	3627	3428	1305	13.9602
Solyc09g056360.3.1	1662	1463	946	23.7121
Solyc09g056370.1.1	273	74.5993	2	0.983146
Solyc09g056380.1.1	513	314	0	0
Solyc09g056385.1.1	717	518	6826	483.236
Solyc09g056390.1.1	228	38.1945	0	0
Solyc09g056395.1.1	1764	1565	0	0
Solyc09g056410.2.1	678	479	0	0
Solyc09g056430.3.1	1825	1626	0	0
Solyc09g056435.1.1	552	353	0	0
Solyc09g056440.1.1	243	48.5146	0	0
Solyc09g056450.3.1	2321	2122	356	6.15215
Solyc09g056455.1.1	1284	1085	0	0
Solyc09g057500.1.1	150	13.0193	0	0
Solyc09g057510.1.1	582	383	0	0
Solyc09g057515.1.1	318	119.005	0	0
Solyc09g057520.2.1	2404	2205	0	0
Solyc09g057530.1.1	414	215	0	0
Solyc09g057522.1.1	1666	1467	0	0
Solyc09g057524.1.1	429	230	0	0
Solyc09g057526.1.1	288	89.1545	0	0
Solyc09g057528.1.1	3382	3183	0	0
Solyc09g057550.1.1	225	36.3941	0	0
Solyc09g057555.1.1	435	236	0	0
Solyc09g057560.1.1	129	10.6044	0	0
Solyc09g057567.1.1	1881	1682	0	0
Solyc09g057580.3.1	2433	2234	579	9.50425
Solyc09g057583.1.1	399	200	78	14.3017
Solyc09g057590.3.1	745	546	0	0
Solyc09g057585.1.1	333	134.001	0	0
Solyc09g057587.1.1	321	122.003	0	0
Solyc09g057630.3.1	1836	1637	2293	51.3662
Solyc09g057633.1.1	621	422	0	0
Solyc09g057637.1.1	948	749	0	0
Solyc09g057640.3.1	3732	3533	680.519	7.06348
Solyc09g057650.3.1	1158	959	8928.48	341.414
Solyc09g057660.3.1	2579	2380	3782	58.2729
Solyc09g057670.3.1	949	750	6124	299.431
Solyc09g057680.3.1	2925	2726	0	0
Solyc09g057710.3.1	3702	3503	5133	53.7345
Solyc09g057740.1.1	180	18.5798	0	0
Solyc09g057760.3.1	828	629	1	0.0583004
Solyc09g057767.1.1	303	104.031	0	0
Solyc09g057780.1.1	297	98.0609	0	0
Solyc09g057790.3.1	662	463	0	0
Solyc09g057800.1.1	495	296	0	0
Solyc09g057810.1.1	150	13.0193	0	0
Solyc09g057820.1.1	402	203	0	0
Solyc09g057830.1.1	246	50.8321	0	0
Solyc09g057840.1.1	489	290	0	0
Solyc09g057845.1.1	401	202	0	0
Solyc09g057850.1.1	225	36.3941	0	0
Solyc09g057860.1.1	432	233	0	0
Solyc09g057870.3.1	410	211	0	0
Solyc09g057875.1.1	576	377	255	24.804
Solyc09g057880.3.1	1736	1537	2	0.0477176
Solyc09g057887.1.1	249	53.2273	256	176.371
Solyc09g057900.2.1	258	60.8345	0	0
Solyc09g057903.1.1	249	53.2273	0	0
Solyc09g057907.1.1	345	146	0	0
Solyc09g057910.3.1	1841	1642	1508	33.6783
Solyc09g057920.3.1	2991	2792	2124	27.8973
Solyc09g057925.1.1	249	53.2273	0	0
Solyc09g057930.2.1	366	167	0	0
Solyc09g057940.2.1	612	413	1	0.0887917
Solyc09g057945.1.1	707	508	0	0
Solyc09g057950.3.1	4409	4210	1	0.00871044
Solyc09g057960.1.1	786	587	0	0
Solyc09g058960.1.1	90	7.80345	0	0
Solyc09g058970.1.1	252	55.6961	0	0
Solyc09g058973.1.1	285	86.2066	0	0
Solyc09g058975.1.1	366	167	0	0
Solyc09g058977.1.1	198	23.9008	0	0
Solyc09g058980.3.1	673	474	0	0
Solyc09g058990.3.1	2060	1861	881	17.3601
Solyc09g058992.1.1	534	335	0	0
Solyc09g058994.1.1	192	21.9082	0	0
Solyc09g058996.1.1	787	588	0	0
Solyc09g058998.1.1	195	22.8744	0	0
Solyc09g059020.3.1	1071	872	0	0
Solyc09g059030.3.1	1407	1208	962	29.2032
Solyc09g059040.3.1	1532	1333	2247	61.8152
Solyc09g059060.1.1	192	21.9082	0	0
Solyc09g059070.2.1	750	551	0	0
Solyc09g059080.1.1	255	58.2335	0	0
Solyc09g059085.1.1	219	33.0557	0	0
Solyc09g059090.1.1	375	176	0	0
Solyc09g059100.1.1	552	353	0	0
Solyc09g059103.1.1	543	344	0	0
Solyc09g059120.1.1	513	314	0	0
Solyc09g059125.1.1	835	636	0	0
Solyc09g059130.1.1	441	242	0	0
Solyc09g059140.1.1	402	203	860	155.355
Solyc09g059150.1.1	660	461	0	0
Solyc09g059170.2.1	1410	1211	0	0
Solyc09g059200.1.1	201	24.9909	0	0
Solyc09g059210.1.1	204	26.1481	0	0
Solyc09g059220.1.1	225	36.3941	0	0
Solyc09g059240.3.1	1907	1708	2	0.0429402
Solyc09g059250.1.1	297	98.0609	0	0
Solyc09g059260.3.1	1527	1328	594	16.4025
Solyc09g059270.3.1	1303	1104	1472	48.8946
Solyc09g059280.2.1	357	158	0	0
Solyc09g059285.1.1	378	179	0	0
Solyc09g059290.3.1	590	391	1	0.0937876
Solyc09g059300.1.1	225	36.3941	0	0
Solyc09g059310.3.1	2092	1893	3363	65.1476
Solyc09g059320.2.1	318	119.005	0	0
Solyc09g059330.2.1	973	774	0	0
Solyc09g059340.2.1	638	439	0	0
Solyc09g059345.1.1	1752	1553	0	0
Solyc09g059380.1.1	534	335	117	12.8075
Solyc09g059390.2.1	1075	876	196	8.20492
Solyc09g059400.3.1	977	778	234.129	11.0356
Solyc09g059410.1.1	291	92.1144	0	0
Solyc09g059420.1.1	399	200	0	0
Solyc09g059430.3.1	1259	1060	138	4.77414
Solyc09g059440.1.1	1788	1589	872	20.124
Solyc09g059450.3.1	2643	2444	861	12.9189
Solyc09g059460.3.1	2200	2001	4250	77.8869
Solyc09g059470.3.1	1454	1255	203	5.93164
Solyc09g059473.1.1	1136	937	11	0.430502
Solyc09g059477.1.1	1819	1620	2	0.0452728
Solyc09g059500.3.1	1473	1274	564	16.2342
Solyc09g059510.3.1	1421	1222	993	29.7989
Solyc09g059520.3.1	2877	2678	12	0.164321
Solyc09g055610.2.1	105	8.69459	0	0
Solyc09g059560.2.1	2619	2420	0	0
Solyc09g059550.1.1	1080	881	0	0
Solyc09g059570.3.1	1281	1082	584	19.7928
Solyc09g059580.2.1	2058	1859	0	0
Solyc09g059583.1.1	2236	2037	1007	18.1285
Solyc09g059600.3.1	744	545	149	10.0256
Solyc09g059610.3.1	1317	1118	0	0
Solyc09g059620.3.1	553	354	377	39.0535
Solyc09g059625.1.1	543	344	344	36.671
Solyc09g059630.2.1	1431	1232	216	6.42933
Solyc09g059640.2.1	339	140	536	140.397
Solyc09g059650.3.1	1705	1506	21	0.511348
Solyc09g059670.3.1	575	376	0	0
Solyc09g059675.1.1	1591	1392	193	5.08441
Solyc09g059690.1.1	273	74.5993	0	0
Solyc09g059700.2.1	2147	1948	0	0
Solyc09g059710.2.1	2931	2732	0	0
Solyc09g059720.1.1	213	30.0561	0	0
Solyc09g059730.2.1	1308	1109	0	0
Solyc09g059740.2.1	840	641	0	0
Solyc09g059738.1.1	639	440	0	0
Solyc09g059750.1.1	423	224	0	0
Solyc09g059770.1.1	339	140	0	0
Solyc09g059780.1.1	123	10.0577	0	0
Solyc09g059800.1.1	195	22.8744	0	0
Solyc09g059805.1.1	327	128.001	0	0
Solyc09g059810.2.1	579	380	0	0
Solyc09g059813.1.1	342	143	0	0
Solyc09g059817.1.1	218	32.5326	0	0
Solyc09g059820.1.1	558	359	0	0
Solyc09g059830.2.1	1677	1478	0	0
Solyc09g059840.1.1	546	347	0	0
Solyc09g059850.2.1	351	152	0	0
Solyc09g059860.1.1	246	50.8321	0	0
Solyc09g059870.1.1	393	194	0	0
Solyc09g059880.1.1	351	152	0	0
Solyc09g059890.2.1	661	462	0	0
Solyc09g059900.1.1	201	24.9909	0	0
Solyc09g059910.2.1	783	584	0	0
Solyc09g059914.1.1	519	320	0	0
Solyc09g059950.3.1	4826	4627	5.02243	0.0398049
Solyc09g059960.3.1	2547	2348	2193.98	34.2655
Solyc09g059970.3.1	577	378	416	40.3575
Solyc09g059980.2.1	1017	818	0	0
Solyc09g059990.1.1	744	545	60	4.03717
Solyc09g060000.2.1	1479	1280	0	0
Solyc09g059996.1.1	1500	1301	0	0
Solyc09g059998.1.1	191	21.5989	0	0
Solyc09g060010.1.1	456	257	0	0
Solyc09g060020.1.1	228	38.1945	0	0
Solyc09g060040.1.1	243	48.5146	0	0
Solyc09g060050.2.1	531	332	0	0
Solyc09g060023.1.1	246	50.8321	0	0
Solyc09g060060.1.1	183	19.3378	0	0
Solyc09g060070.2.1	1323	1124	0	0
Solyc09g060080.3.1	7733	7534	1745	8.49361
Solyc09g060090.3.1	2715	2516	3459	50.4153
Solyc09g060100.3.1	5908	5709	0	0
Solyc09g060110.3.1	4635	4436	149	1.23173
Solyc09g060120.1.1	408	209	0	0
Solyc09g060130.1.1	1335	1136	0	0
Solyc09g060140.2.1	1185	986	0	0
Solyc09g060150.2.1	789	590	0	0
Solyc09g060160.2.1	306	107.022	0	0
Solyc09g060170.1.1	1035	836	0	0
Solyc09g060180.2.1	718	519	0	0
Solyc09g060183.1.1	340	141	0	0
Solyc09g060187.1.1	624	425	0	0
Solyc09g061220.1.1	516	317	0	0
Solyc09g061230.3.1	882	683	666	35.7582
Solyc09g061250.3.1	4564	4365	15	0.126017
Solyc09g061240.1.1	888	689	0	0
Solyc09g061260.1.1	1035	836	0	0
Solyc09g061270.3.1	1013	814	1	0.0450503
Solyc09g061280.3.1	1644	1445	374	9.49131
Solyc09g061290.3.1	2980	2781	1606	21.1771
Solyc09g061310.3.1	1537	1338	2450	67.1479
Solyc09g061320.3.1	1589	1390	1256	33.1358
Solyc09g061330.2.1	1742	1543	81	1.92505
Solyc09g061340.1.1	2100	1901	333	6.42369
Solyc09g061350.1.1	330	131.001	0	0
Solyc09g061360.1.1	315	116.007	0	0
Solyc09g061370.1.1	585	386	0	0
Solyc09g061380.3.1	2741	2542	260	3.75077
Solyc09g061390.1.1	396	197	1	0.186147
Solyc09g061395.1.1	522	323	0	0
Solyc09g061410.1.1	318	119.005	0	0
Solyc09g061420.3.1	3051	2852	302	3.88311
Solyc09g061440.3.1	8430	8231	351.569	1.56632
Solyc09g061430.3.1	4311	4112	5092.47	45.4149
Solyc09g061450.1.1	396	197	70.7567	13.1711
Solyc09g061460.2.1	837	638	0	0
Solyc09g061490.1.1	399	200	0	0
Solyc09g061500.2.1	378	179	0	0
Solyc09g061510.1.1	282	83.2735	0	0
Solyc09g061520.1.1	381	182	0	0
Solyc09g061530.1.1	420	221	0	0
Solyc09g061540.1.1	351	152	0	0
Solyc09g061550.2.1	246	50.8321	0	0
Solyc09g061560.2.1	549	350	0	0
Solyc09g061570.1.1	276	77.4659	0	0
Solyc09g061580.1.1	351	152	0	0
Solyc09g061590.1.1	300	101.044	0	0
Solyc09g061600.1.1	240	46.2784	0	0
Solyc09g061620.3.1	1134	935	2184	85.6571
Solyc09g061630.2.1	1415	1216	0	0
Solyc09g061650.1.1	711	512	0	0
Solyc09g061635.1.1	514	315	0	0
Solyc09g061660.2.1	675	476	4	0.308159
Solyc09g061680.3.1	1141	942	358	13.9365
Solyc09g061685.1.1	1362	1163	0	0
Solyc09g061690.1.1	1857	1658	0	0
Solyc09g061700.3.1	1298	1099	202	6.74025
Solyc09g061710.3.1	1968	1769	381	7.89804
Solyc09g061730.2.1	2101	1902	6	0.115681
Solyc09g061750.2.1	2234	2035	3730	67.2151
Solyc09g061760.1.1	1887	1688	0	0
Solyc09g061770.1.1	270	71.7636	0	0
Solyc09g061790.1.1	735	536	0	0
Solyc09g061793.1.1	1701	1502	0	0
Solyc09g061795.1.1	816	617	0	0
Solyc09g061820.3.1	414	215	0	0
Solyc09g061823.1.1	258	60.8345	0	0
Solyc09g061825.1.1	417	218	0	0
Solyc09g061827.1.1	519	320	0	0
Solyc09g061830.1.1	330	131.001	0	0
Solyc09g061840.3.1	1840	1641	1992	44.5147
Solyc09g061850.1.1	621	422	0	0
Solyc09g061860.3.1	2956	2757	1996	26.5489
Solyc09g061870.2.1	1491	1292	0	0
Solyc09g061880.2.1	403	204	0	0
Solyc09g061890.3.1	2815	2616	4837	67.8048
Solyc09g061900.1.1	351	152	0	0
Solyc09g061910.2.1	1196	997	0	0
Solyc09g061920.1.1	249	53.2273	0	0
Solyc09g061930.3.1	2811	2612	620	8.70444
Solyc09g061940.2.1	3393	3194	1514	17.3825
Solyc09g061950.1.1	522	323	0	0
Solyc09g061960.3.1	803	604	0	0
Solyc09g062960.2.1	365	166	0	0
Solyc09g062970.1.1	273	74.5993	0	0
Solyc09g062980.1.1	330	131.001	0	0
Solyc09g062990.1.1	435	236	0	0
Solyc09g063010.3.1	1005	806	4	0.18199
Solyc09g063015.1.1	944	745	0	0
Solyc09g063020.3.1	990	791	933	43.2541
Solyc09g063025.1.1	477	278	0	0
Solyc09g063030.3.1	4931	4732	6460.77	50.0682
Solyc09g063040.1.1	711	512	0	0
Solyc09g063050.2.1	360	161	0	0
Solyc09g063060.3.1	1373	1174	0	0
Solyc09g063070.3.1	7904	7705	1152.48	5.48506
Solyc09g063090.3.1	3207	3008	5.52418	0.067346
Solyc09g063120.1.1	411	212	0	0
Solyc09g063130.3.1	5082	4883	102.526	0.76996
Solyc09g063140.3.1	2272	2073	13.4744	0.238359
Solyc09g063150.3.1	984	785	354	16.537
Solyc09g063153.1.1	300	101.044	0	0
Solyc09g063157.1.1	1776	1577	1	0.0232536
Solyc09g064160.3.1	2726	2527	6776	98.331
Solyc09g064170.1.1	183	19.3378	517	980.403
Solyc09g064200.3.1	5420	5221	22789	160.064
Solyc09g064220.2.1	438	239	0	0
Solyc09g064230.2.1	2871	2672	0	0
Solyc09g064240.3.1	1712	1513	809	19.6079
Solyc09g064250.2.1	747	548	0	0
Solyc09g064260.1.1	540	341	0	0
Solyc09g064270.3.1	2909	2710	1715	23.2069
Solyc09g064277.1.1	2380	2181	0	0
Solyc09g064300.1.1	300	101.044	0	0
Solyc09g064310.3.1	1365	1166	0	0
Solyc09g064320.3.1	1010	811	1.6184	0.0731791
Solyc09g064330.2.1	3358	3159	5.3816	0.0624718
Solyc09g064340.1.1	318	119.005	0	0
Solyc09g064350.1.1	330	131.001	0	0
Solyc09g064360.1.1	231	40.0835	0	0
Solyc09g064365.1.1	1158	959	4.65982e-05	1.78186e-06
Solyc09g064370.3.1	1553	1354	11602	314.222
Solyc09g064380.3.1	1929	1730	151	3.20076
Solyc09g064410.1.1	201	24.9909	0	0
Solyc09g064420.3.1	2831	2632	255	3.55285
Solyc09g064430.3.1	2082	1883	3252	63.3319
Solyc09g064440.3.1	7418	7219	1766	8.9709
Solyc09g064450.3.1	2937	2738	6027	80.7217
Solyc09g064470.3.1	1471	1272	308	8.87945
Solyc09g064480.1.1	516	317	5	0.578406
Solyc09g064490.2.1	2313	2114	0	0
Solyc09g064500.3.1	851	652	24	1.34985
Solyc09g064510.3.1	2546	2347	1023	15.984
Solyc09g064520.3.1	3223	3024	1429.43	17.3341
Solyc09g064530.3.1	3049	2850	336.575	4.33071
Solyc09g064540.3.1	2748	2549	492	7.07812
Solyc09g064550.1.1	186	20.1432	0	0
Solyc09g064555.1.1	1313	1114	0	0
Solyc09g064560.1.1	798	599	0	0
Solyc09g064570.1.1	741	542	0	0
Solyc09g064580.2.1	244	49.2782	0	0
Solyc09g064590.3.1	4139	3940	7438	69.2281
Solyc09g064600.3.1	552	353	0	0
Solyc09g064610.3.1	2119	1920	128	2.44473
Solyc09g064620.2.1	881	682	0	0
Solyc09g064630.3.1	1342	1143	2131	68.3691
Solyc09g064640.1.1	426	227	0	0
Solyc09g064660.3.1	1089	890	228.493	9.41466
Solyc09g064670.2.1	1089	890	0	0
Solyc09g064680.2.1	1749	1550	1	0.0236587
Solyc09g064690.1.1	1461	1262	0	0
Solyc09g064720.3.1	1250	1051	11	0.383806
Solyc09g064730.3.1	1648	1449	0	0
Solyc09g064740.3.1	2080	1881	187	3.64565
Solyc09g064742.1.1	907	708	2	0.10359
Solyc09g064750.2.1	511	312	0	0
Solyc09g064760.2.1	1139	940	0	0
Solyc09g064770.1.1	423	224	0	0
Solyc09g064775.1.1	918	719	0	0
Solyc09g064780.3.1	4672	4473	359	2.94319
Solyc09g064790.3.1	1280	1081	821	27.8509
Solyc09g064800.2.1	2769	2570	360	5.13679
Solyc09g064810.3.1	3454	3255	1	0.011266
Solyc09g064820.1.1	819	620	0	0
Solyc09g064840.3.1	4603	4404	1423	11.849
Solyc09g064850.3.1	630	431	0	0
Solyc09g064860.3.1	3682	3483	5209	54.8433
Solyc09g064870.3.1	2400	2201	784	13.0623
Solyc09g064880.1.1	177	17.866	0	0
Solyc09g064890.3.1	2355	2156	120	2.04106
Solyc09g064910.1.1	945	746	0	0
Solyc09g064920.3.1	1832	1633	0	0
Solyc09g064930.3.1	948	749	2189	107.173
Solyc09g064940.2.1	1176	977	2046	76.7951
Solyc09g064950.1.1	192	21.9082	0	0
Solyc09g064960.1.1	960	761	0	0
Solyc09g064970.1.1	1257	1058	0	0
Solyc09g064965.1.1	285	86.2066	0	0
Solyc09g064980.1.1	1368	1169	0	0
Solyc09g064990.1.1	540	341	0	0
Solyc09g065000.3.1	1294	1095	2	0.0669789
Solyc09g065010.3.1	3282	3083	831	9.88439
Solyc09g065015.1.1	1081	882	146	6.07025
Solyc09g065020.3.1	1128	929	1	0.0394736
Solyc09g065030.3.1	4243	4044	574	5.20503
Solyc09g065040.1.1	417	218	0	0
Solyc09g065050.1.1	786	587	0	0
Solyc09g065070.2.1	2157	1958	256	4.79457
Solyc09g065080.2.1	861	662	0	0
Solyc09g065090.2.1	1271	1072	0	0
Solyc09g065100.2.1	2952	2753	0	0
Solyc09g065110.3.1	1200	1001	67	2.4545
Solyc09g065120.3.1	3501	3302	1126	12.505
Solyc09g065130.3.1	2609	2410	1935	29.4433
Solyc09g065140.1.1	732	533	0	0
Solyc09g065160.3.1	968	769	1	0.0476866
Solyc09g065150.1.1	150	13.0193	0	0
Solyc09g065155.1.1	1182	983	179	6.67762
Solyc09g065170.2.1	2253	2054	0	0
Solyc09g065175.1.1	282	83.2735	0	0
Solyc09g065180.3.1	1406	1207	0	0
